province,division,district,area,population,density,geometry,Total Calls,Emergency Calls,Road Accidents,Medical,Fire,Building Collapse,Crime Incidents,Drowning,Explosion,Misc,Fake Calls,Patients Rescued
Punjab,Rawalpindi,attock,6858,1883556,275,"POLYGON ((72.02898406982433 33.70901870727545, 72.04381561279308 33.73049163818365, 72.07901000976562 33.7602653503418, 72.09396362304693 33.77170944213867, 72.12111663818354 33.7711639404298, 72.16707611083996 33.75974655151373, 72.24476623535156 33.8330650329591, 72.24350738525396 33.8427238464356, 72.23566436767584 33.87562561035162, 72.25597381591791 33.89992904663086, 72.26514434814453 33.90483856201178, 72.28414154052746 33.9150123596192, 72.35048675537115 33.93387985229492, 72.37141418457031 33.94047927856457, 72.38256072998058 33.95515441894537, 72.40146636962902 33.97624588012701, 72.41676330566401 33.99389648437506, 72.45069122314464 33.98574066162121, 72.50563812255854 33.99200057983398, 72.52677154541027 33.99261856079102, 72.53152465820324 33.98761749267584, 72.5416717529298 33.97693634033209, 72.5450057983399 33.95692443847662, 72.55087280273438 33.94242477416992, 72.58728790283203 33.93655776977545, 72.63611602783203 33.93570709228521, 72.65605163574224 33.92782592773438, 72.64463806152355 33.91337966918957, 72.61914825439453 33.89231109619152, 72.62281799316406 33.87781524658214, 72.64413452148438 33.87084960937506, 72.66387176513678 33.86356353759766, 72.66443634033209 33.85813903808605, 72.66435241699219 33.85141372680658, 72.66430664062511 33.84746932983398, 72.66150665283203 33.83799743652344, 72.66145324707043 33.83382034301769, 72.66194152832037 33.83033370971685, 72.66503143310553 33.82077026367199, 72.66603851318371 33.81565093994135, 72.66626739501953 33.81240081787121, 72.67070770263678 33.80397796630871, 72.67336273193359 33.80184555053711, 72.67652893066418 33.79854965209972, 72.68312072753912 33.79055786132818, 72.68521881103521 33.78704452514654, 72.68907928466808 33.77491760253912, 72.68902587890631 33.77027511596685, 72.68843078613281 33.76610946655285, 72.68482971191412 33.75618743896484, 72.68344116210938 33.75249481201183, 72.68259429931652 33.74902725219727, 72.68329620361334 33.7413597106933, 72.68621826171886 33.73945999145502, 72.6947860717774 33.73909378051758, 72.69953155517584 33.73321914672852, 72.69973754882818 33.7285728454591, 72.69969177246099 33.72509384155285, 72.69989013671881 33.7195205688476, 72.70226287841808 33.71693038940441, 72.71105194091808 33.71308135986328, 72.71533203125006 33.71231842041016, 72.71878051757818 33.70994567871105, 72.71952056884766 33.70529174804693, 72.71947479248047 33.70158004760748, 72.71745300292974 33.69024276733393, 72.71554565429693 33.68748855590826, 72.71443939208996 33.68449020385754, 72.71342468261724 33.66802978515619, 72.71443939208996 33.66383743286138, 72.7159881591798 33.65917205810553, 72.71990203857422 33.65122222900402, 72.72470092773443 33.64975357055675, 72.72760772705089 33.64669418334967, 72.73722839355469 33.64468383789068, 72.74176788330072 33.64414978027355, 72.74845886230469 33.64358139038086, 72.75273895263678 33.6435165405274, 72.77014160156261 33.64301300048839, 72.7736053466798 33.64179992675787, 72.78110504150391 33.64168167114263, 72.78507995605469 33.63837051391596, 72.78941345214855 33.62159729003912, 72.78937530517584 33.61835098266602, 72.78933715820318 33.61533355712902, 72.78929138183594 33.61208343505871, 72.78924560546886 33.6086044311524, 72.78972625732428 33.60418701171875, 72.79297637939459 33.58580780029308, 72.7953338623048 33.58205795288097, 72.79743957519543 33.57900619506847, 72.80343627929688 33.56638336181641, 72.8299560546875 33.54601669311535, 72.83367919921886 33.544101715088, 72.83847045898432 33.54193878173839, 72.8498992919923 33.53479766845709, 72.85281372070312 33.53266525268566, 72.85572814941412 33.53006744384777, 72.8660507202149 33.52085494995129, 72.86949157714849 33.51778793334972, 72.87213897705084 33.5154266357423, 72.88065338134766 33.51088333129888, 72.88412475585938 33.5101318359375, 72.88729858398432 33.50706481933594, 72.88935852050793 33.50030517578131, 72.88930511474615 33.49636077880854, 72.88872528076178 33.49288940429699, 72.88760375976568 33.48896408081066, 72.881591796875 33.47954177856445, 72.88074493408209 33.47607421875006, 72.87801361083984 33.47170639038086, 72.86669921874994 33.46701049804688, 72.86325836181652 33.47008132934582, 72.85425567626964 33.47764968872076, 72.85024261474621 33.4784049987793, 72.83843231201183 33.47603988647472, 72.83518218994152 33.47283935546881, 72.83219146728516 33.46987152099609, 72.81816101074224 33.46126937866217, 72.81468200683594 33.46132278442394, 72.81092834472662 33.46138381958008, 72.80050659179699 33.46316909790045, 72.79595947265625 33.46347427368164, 72.78336334228516 33.46227645874035, 72.78013610839844 33.46116638183599, 72.77475738525402 33.45939636230469, 72.75759124755871 33.45734024047863, 72.75514984130859 33.45482635498047, 72.75283050537104 33.44094085693365, 72.75305938720703 33.43791961669928, 72.75381469726562 33.43465805053705, 72.75733184814459 33.41650390625, 72.75728607177734 33.41256332397461, 72.75669860839844 33.40862655639654, 72.75093841552734 33.39804077148443, 72.74848937988281 33.39506149291998, 72.74500274658214 33.39465332031261, 72.73377227783203 33.39575576782221, 72.73030090332043 33.39650726318365, 72.71362304687506 33.39073181152344, 72.71063995361339 33.38799667358398, 72.70846557617193 33.38547515869146, 72.70576477050781 33.38319778442383, 72.69436645507818 33.37154006958008, 72.69191741943365 33.36856460571295, 72.69001007080084 33.36603927612305, 72.68693542480474 33.3556480407716, 72.68768310546881 33.35145950317394, 72.68871307373058 33.34819412231451, 72.69046020507807 33.33818817138683, 72.69013977050781 33.33401489257824, 72.68927001953136 33.32938766479492, 72.68482971191412 33.31716156005865, 72.68318939208996 33.31439971923822, 72.68100738525396 33.31095504760748, 72.67988586425787 33.30749130249023, 72.67037963867199 33.29696655273443, 72.66714477539074 33.29539108276379, 72.65415954589849 33.28468704223644, 72.65040588378901 33.28428268432623, 72.63667297363276 33.27892684936529, 72.63290405273438 33.27735900878918, 72.62123107910151 33.2647819519043, 72.62012481689453 33.26177978515625, 72.61672973632818 33.2476806640625, 72.61641693115246 33.24420166015636, 72.61557006835938 33.24096679687494, 72.61365509033203 33.23751831054699, 72.61082458496099 33.22572708129888, 72.60997772216791 33.22249221801763, 72.60939788818354 33.21902084350592, 72.60654449462885 33.20514297485357, 72.60947418212896 33.20393753051758, 72.59274291992193 33.19398498535162, 72.57038116455084 33.20431137084961, 72.54717254638683 33.21093750000006, 72.52597045898443 33.20778656005854, 72.50439453125006 33.19559478759766, 72.49324798583979 33.1823081970216, 72.4840545654298 33.15483856201178, 72.46682739257818 33.1474494934082, 72.4557723999024 33.14159011840826, 72.43187713623047 33.13708877563488, 72.38357543945307 33.12925338745129, 72.36425018310558 33.12538146972651, 72.31336212158214 33.12501144409185, 72.28098297119141 33.12644577026367, 72.2525634765625 33.12387084960938, 72.23518371582026 33.12622833251959, 72.2130508422851 33.13330459594721, 72.17135620117193 33.13975524902344, 72.17010498046886 33.12585067749035, 72.16859436035168 33.1119499206543, 72.14865875244146 33.10298156738287, 72.11122131347656 33.10681152343756, 72.08184814453125 33.11353302001964, 72.0460205078125 33.11780548095703, 72.03253936767584 33.13170623779297, 72.02386474609375 33.14413833618175, 72.00607299804699 33.15625000000011, 71.983642578125 33.16101074218761, 71.96553802490234 33.16894912719738, 71.95149993896496 33.18123245239258, 71.94300079345703 33.1869354248048, 71.92829895019531 33.18902206420898, 71.92124176025391 33.18170547485363, 71.92075347900396 33.16407775878918, 71.91377258300793 33.14191055297852, 71.90100097656261 33.12749099731451, 71.86734771728521 33.11339569091797, 71.83856201171881 33.10316848754877, 71.81803894042963 33.08956527709972, 71.8132705688476 33.07270431518555, 71.81388092041016 33.05784225463873, 71.81454467773443 33.04669189453131, 71.80558013916021 33.03662109375006, 71.79978179931641 33.02325439453131, 71.803955078125 33.01414108276367, 71.80889129638666 33.00269317626964, 71.81045532226562 32.99942016601568, 71.80664825439453 32.99483871459961, 71.79781341552746 32.99497604370129, 71.78871917724609 32.99534988403332, 71.77294158935553 32.99698638916027, 71.72939300537109 33.00532531738287, 71.72113800048839 33.008701324463, 71.69649505615246 33.0292701721192, 71.6944580078125 33.03742599487305, 71.68832397460949 33.05652999877935, 71.69644165039068 33.05271911621088, 71.71013641357422 33.05060577392589, 71.71240997314453 33.05703353881836, 71.71125030517578 33.07520294189464, 71.71200561523438 33.09267044067377, 71.71854400634766 33.11196136474615, 71.72905731201178 33.11928558349604, 71.75016784667969 33.14128494262707, 71.76174163818371 33.16883850097668, 71.76364135742199 33.19044113159185, 71.75642395019543 33.20655822753912, 71.73227691650391 33.22962570190424, 71.71063232421886 33.25567626953125, 71.70999145507818 33.2713127136231, 71.72039031982416 33.2921981811524, 71.73078918457037 33.31308746337891, 71.7373504638673 33.35743713378912, 71.76107025146484 33.36793518066412, 71.78864288330089 33.37957000732428, 71.81266021728527 33.39236831665039, 71.8446044921875 33.40214920043951, 71.87236785888683 33.40665817260742, 71.87440490722662 33.41653442382818, 71.87458038330084 33.43170928955072, 71.87770080566418 33.4399757385255, 71.89185333251947 33.45372390747082, 71.91894531249994 33.47133636474621, 71.94247436523443 33.48896408081066, 71.96073150634766 33.50177764892584, 71.96687316894531 33.51026535034185, 71.96927642822277 33.52841949462891, 71.96531677246094 33.54107666015631, 71.97254180908197 33.57231903076172, 71.98448944091803 33.58492660522472, 71.99193572998058 33.63479232788086, 72.00432586669928 33.66188049316418, 72.01925659179699 33.69493484497076, 72.02898406982433 33.70901870727545))",941995,67037,12874,43336,964,72,1405,212,24,8150,47,71128
Punjab,Bahawalpur,bahawalnagar,8878,2981919,336,"POLYGON ((72.78970336914062 28.96686172485363, 72.78582000732433 28.96537017822271, 72.74143981933594 28.94829940795904, 72.71129608154297 28.93502998352051, 72.6745223999024 28.91629981994623, 72.67177581787104 28.91378974914562, 72.66838836669922 28.91282081604015, 72.66658020019543 28.91192054748535, 72.65841674804682 28.9069004058839, 72.65065002441406 28.90335083007818, 72.64351654052746 28.89910125732422, 72.59153747558594 28.86804962158203, 72.59012603759777 28.86734962463385, 72.58792877197271 28.86601066589367, 72.55159759521496 28.8481502532959, 72.54417419433588 28.84358024597168, 72.53961944580078 28.8534984588623, 72.53678131103516 28.86212921142578, 72.52957916259771 28.88521385192877, 72.52700805664057 28.89337539672857, 72.50671386718756 28.94009971618652, 72.50360107421875 28.94757461547863, 72.4984130859375 28.96088027954107, 72.48706817626959 28.99493598937988, 72.4700546264649 29.04671478271479, 72.46641540527344 29.0551261901856, 72.45489501953136 29.07595634460455, 72.45017242431641 29.08345603942882, 72.40393829345714 29.09067344665539, 72.39299774169928 29.09386062622082, 72.38555145263678 29.09745597839355, 72.3843231201173 29.10606193542486, 72.37520599365234 29.10550689697266, 72.36781311035162 29.11374473571789, 72.36445617675793 29.10242652893078, 72.36053466796875 29.08856391906738, 72.35829925537115 29.08140563964855, 72.34739685058594 29.06672477722168, 72.33499908447266 29.0815372467041, 72.33644104003918 29.08940315246588, 72.33760833740229 29.09727478027344, 72.3362274169923 29.11446762084972, 72.32556915283214 29.11881065368652, 72.31391906738293 29.12897109985363, 72.31974792480474 29.14535522460938, 72.32090759277349 29.15183448791515, 72.32032012939459 29.16901397705078, 72.31961059570318 29.17621803283703, 72.30720520019537 29.19056701660156, 72.30343627929699 29.20988464355474, 72.30619812011719 29.21657180786133, 72.33087158203136 29.24032020568859, 72.35182952880865 29.24579429626459, 72.35990142822277 29.24868583679199, 72.38487243652355 29.25386428833013, 72.39258575439453 29.2497997283935, 72.39382934570324 29.24212265014643, 72.40196990966803 29.22993087768555, 72.40941619873053 29.22587013244629, 72.45555114746099 29.23164749145508, 72.46333312988281 29.23291969299311, 72.49710083007812 29.23471450805664, 72.50643920898438 29.23224830627447, 72.53052520751959 29.23094367980963, 72.53936004638683 29.23080635070812, 72.54936981201172 29.23877334594732, 72.55400085449224 29.24496650695801, 72.56613159179688 29.25127410888678, 72.59782409667969 29.25866889953608, 72.60641479492188 29.26062393188471, 72.64421844482428 29.26398086547857, 72.65304565429699 29.2633781433106, 72.68399810791016 29.25454330444336, 72.69332122802729 29.25068473815924, 72.72190856933605 29.24536705017101, 72.72935485839855 29.24153709411632, 72.74967193603521 29.238437652588, 72.77269744873047 29.23830986022961, 72.78232574462896 29.23769569396973, 72.79009246826172 29.23734283447271, 72.82167053222668 29.23592376708979, 72.82884979248053 29.23209953308105, 72.83638763427734 29.23499870300299, 72.8330078125 29.24270820617676, 72.82049560546886 29.248935699463, 72.81088256835938 29.25094223022461, 72.80908966064464 29.25746726989746, 72.80437469482422 29.26566123962402, 72.78776550292969 29.26499366760254, 72.76716613769531 29.26647377014172, 72.75943756103521 29.26961135864258, 72.7540283203125 29.28617095947271, 72.75711822509771 29.29726028442383, 72.76202392578125 29.30437660217291, 72.77736663818365 29.31063461303711, 72.78569030761719 29.31189727783203, 72.81141662597656 29.31335449218744, 72.82024383544928 29.31298446655279, 72.84058380126953 29.31173896789551, 72.8486328125 29.31300544738781, 72.86097717285151 29.31513404846191, 72.86485290527344 29.32481956481934, 72.85285949707037 29.32918357849121, 72.84509277343761 29.32930374145508, 72.82583618164074 29.3312282562257, 72.80651855468756 29.328281402588, 72.77254486083984 29.33136177062988, 72.76453399658203 29.3328800201416, 72.74212646484386 29.33972549438488, 72.72684478759777 29.35945510864258, 72.72293853759766 29.3676376342774, 72.71109008789062 29.3836021423341, 72.7095947265625 29.39221000671392, 72.70777893066418 29.41799545288086, 72.70867919921881 29.42517471313488, 72.71665954589844 29.4422225952149, 72.72075653076183 29.44819068908697, 72.7383270263673 29.4613761901856, 72.74534606933605 29.46544456481939, 72.76713562011713 29.47322654724127, 72.77545166015631 29.47472000122076, 72.78223419189453 29.4813442230224, 72.7849960327149 29.48803138732916, 72.78543090820324 29.50124931335449, 72.78553009033209 29.50867462158197, 72.79345703124994 29.52131271362316, 72.79479980468744 29.54287147521973, 72.79462432861328 29.54960441589367, 72.78364562988287 29.57065963745123, 72.77173614501953 29.58198356628424, 72.77969360351574 29.59671020507818, 72.78084564208996 29.60342025756836, 72.77193450927734 29.61841011047363, 72.75483703613287 29.6216926574707, 72.74602508544922 29.62345504760742, 72.73592376708984 29.62941360473638, 72.73761749267578 29.63588333129888, 72.73903656005865 29.64259147644049, 72.73035430908203 29.65432929992681, 72.71849822998041 29.66982841491699, 72.72338867187506 29.67485809326172, 72.71898651123053 29.68675994873058, 72.70233917236328 29.68353843688965, 72.69171142578131 29.68997001647961, 72.69860076904303 29.70541000366205, 72.69502258300793 29.71846008300793, 72.68865203857428 29.72273635864269, 72.66376495361322 29.72451591491711, 72.65048980712896 29.73330879211431, 72.64342498779303 29.74594879150385, 72.63839721679682 29.75090026855463, 72.62367248535168 29.75112915039062, 72.60677337646484 29.7486076354981, 72.59239959716808 29.75579261779791, 72.59011077880871 29.76511001586908, 72.58993530273449 29.77253913879395, 72.59259033203136 29.79152488708496, 72.59490203857416 29.80494689941406, 72.59282684326172 29.81008529663097, 72.60610961914074 29.82263946533203, 72.61442565917969 29.82390213012695, 72.62269592285168 29.82122039794928, 72.64122009277355 29.82510948181152, 72.64852142333984 29.83033370971691, 72.66148376464844 29.83917999267589, 72.66770935058605 29.84395599365246, 72.68040466308594 29.85280799865717, 72.6897811889649 29.85266304016113, 72.69726562500006 29.85161781311047, 72.7119598388673 29.84953308105469, 72.72158813476562 29.84799003601074, 72.73176574707037 29.84829521179211, 72.73265075683594 29.85478019714367, 72.72885894775391 29.87224197387701, 72.73259735107433 29.89237213134777, 72.75244903564447 29.89531135559093, 72.7705535888673 29.88714027404779, 72.77883148193359 29.88538551330578, 72.79811096191412 29.88485336303722, 72.80152130126953 29.90034675598145, 72.79992675781261 29.92218399047857, 72.80001068115234 29.92914390563976, 72.80117034912115 29.93585586547852, 72.80889129638683 29.95337104797363, 72.81353759765625 29.96072387695312, 72.82886505126959 29.96535873413097, 72.83691406250011 29.96708869934082, 72.85046386718761 29.95875549316418, 72.86283111572277 29.9416236877442, 72.86972808837902 29.93618011474615, 72.88864898681641 29.92892456054688, 72.89041137695312 29.94142723083496, 72.885986328125 29.95147323608398, 72.88155364990246 29.96036148071295, 72.87693023681646 29.97574806213385, 72.88940429687494 29.98831558227539, 72.9021453857423 29.99995231628412, 72.90808868408197 30.00449943542492, 72.92472839355469 30.00702476501465, 72.93720245361334 29.99824523925793, 72.94491577148438 29.99418067932129, 72.95761871337896 29.98237991333008, 72.96316528320324 29.97626113891596, 72.98615264892578 29.97335052490234, 73.01368713378912 29.9903240203858, 73.02231597900402 29.99529457092285, 73.03985595703136 30.00546455383306, 73.04447937011719 30.0111923217774, 73.04054260253912 30.01728820800787, 73.03005981445318 30.0353183746339, 73.02799987792974 30.04161643981939, 73.03196716308599 30.05872535705572, 73.04508209228516 30.05828857421881, 73.05996704101562 30.04924011230469, 73.06844329833996 30.041913986206, 73.07480621337891 30.03740501403809, 73.08511352539062 30.02657127380377, 73.08924865722668 30.01513671875, 73.09345245361339 30.00834274291992, 73.10169219970697 30.00403594970703, 73.1132431030274 30.00640869140631, 73.11952972412115 30.01675224304199, 73.11724090576178 30.02607154846197, 73.11032867431641 30.03012275695806, 73.09489440917974 30.03778839111328, 73.08674621582037 30.04928588867193, 73.09622955322271 30.05795669555664, 73.10723114013672 30.06010437011719, 73.11583709716797 30.06252288818371, 73.12692260742188 30.07093620300293, 73.13784027099615 30.0872421264649, 73.14684295654308 30.10009574890131, 73.15148162841797 30.10698509216309, 73.18709564208996 30.10666275024425, 73.19457244873041 30.1049213409425, 73.19284057617199 30.09566688537598, 73.19008636474615 30.08944511413574, 73.19258117675787 30.07501792907721, 73.20348358154308 30.06928062438971, 73.21316528320318 30.07260894775396, 73.21493530273449 30.0853443145752, 73.21540069580078 30.10065269470226, 73.21852111816412 30.11429405212408, 73.22159576416021 30.12422370910639, 73.23248291015636 30.13820838928223, 73.24246978759766 30.14408683776861, 73.25581359863281 30.14063072204596, 73.2672500610351 30.13418769836426, 73.27199554443371 30.12877655029297, 73.2842178344726 30.12116050720221, 73.29423522949224 30.12935829162609, 73.29786682128912 30.14113616943371, 73.30170440673834 30.14803695678717, 73.31146240234386 30.15740013122564, 73.32153320312506 30.14958381652826, 73.32736968994141 30.14531707763683, 73.33423614501953 30.13732147216808, 73.33924865722662 30.13190650939941, 73.34449005126947 30.12254142761242, 73.35189056396496 30.11476898193371, 73.36409759521496 30.106689453125, 73.36879730224615 30.11775398254395, 73.37005615234369 30.13281822204596, 73.36751556396496 30.14353179931646, 73.3651962280274 30.15006446838385, 73.36399841308594 30.16168594360352, 73.36383819580084 30.16957855224609, 73.36796569824219 30.17856407165533, 73.37179565429688 30.18476867675793, 73.38096618652344 30.18973159790039, 73.38874816894526 30.19123458862305, 73.40540313720703 30.19515037536627, 73.41638946533214 30.19567680358887, 73.42628479003918 30.19505882263195, 73.44371795654297 30.19687461853033, 73.44413757324224 30.20870208740234, 73.44395446777349 30.21543502807612, 73.44519042968761 30.22817802429205, 73.44609832763683 30.23651695251465, 73.44646453857428 30.24393653869635, 73.45187377929682 30.24849319458008, 73.46441650390636 30.24528121948248, 73.46700286865234 30.23758316040039, 73.46906280517578 30.23128700256348, 73.47182464599615 30.21685791015636, 73.48174285888678 30.21763038635265, 73.48530578613281 30.22430419921869, 73.48629760742193 30.23913955688477, 73.48639678955072 30.24656486511242, 73.49028778076178 30.25764083862305, 73.4959716796875 30.26242637634277, 73.50706481933594 30.27130317687988, 73.51408386230469 30.27583503723156, 73.52563476562511 30.27867126464838, 73.53449249267578 30.28038978576672, 73.54547882080089 30.28091430664074, 73.55213165283209 30.27733039855968, 73.56676483154297 30.26990890502935, 73.57361602783203 30.28210067749029, 73.57584381103527 30.28902626037598, 73.58107757568365 30.3005485534668, 73.58756256103521 30.30508804321283, 73.5996551513673 30.30838012695324, 73.61492156982433 30.30814170837414, 73.63793945312506 30.30778312683117, 73.64514923095703 30.30581474304205, 73.66303253173828 30.30112838745117, 73.67131805419928 30.30030250549316, 73.68933868408197 30.3062858581543, 73.69582366943354 30.31059455871582, 73.71165466308588 30.31313323974621, 73.72022247314464 30.31299972534185, 73.73577880859381 30.31530952453625, 73.74609375000006 30.32628631591803, 73.75206756591808 30.33245849609369, 73.77306365966808 30.34118080139166, 73.78083038330084 30.34082794189464, 73.79924774169922 30.33636474609381, 73.80804443359375 30.33297920227056, 73.81858062744146 30.31958770751959, 73.82613372802734 30.32364845275885, 73.83429718017572 30.3339633941651, 73.83997344970714 30.33828353881836, 73.85292053222662 30.3450431823731, 73.86473846435553 30.34787559509277, 73.87654113769537 30.34977912902838, 73.89392852783209 30.35056495666515, 73.89727783203125 30.34900093078619, 73.89778900146496 30.34695816040045, 73.89875030517589 30.34626960754395, 73.89952087402355 30.34581184387218, 73.89980316162115 30.34492111206066, 73.9009628295899 30.34292030334478, 73.90329742431652 30.34136962890636, 73.90461730957037 30.34091949462896, 73.90489959716797 30.34025955200201, 73.90569305419922 30.33980941772461, 73.90647125244146 30.33823013305675, 73.90647125244146 30.33756828308105, 73.90750885009777 30.33711051940924, 73.90854644775391 30.33669281005859, 73.91118621826172 30.33196830749523, 73.91224670410162 30.33128929138184, 73.91304779052746 30.33085060119629, 73.9142227172851 30.32862091064464, 73.91436004638683 30.32816123962414, 73.91590118408214 30.32726097106928, 73.91620635986334 30.32501029968262, 73.91828155517578 30.32322120666504, 73.91909790039068 30.32051086425787, 73.9196395874024 30.32029914855951, 73.92015838623047 30.32006072998041, 73.92253112792974 30.31511116027843, 73.92305755615234 30.31491088867182, 73.92413330078119 30.31402969360363, 73.92543029785168 30.31064033508306, 73.92608642578125 30.3101806640625, 73.92662048339838 30.30995941162109, 73.92685699462891 30.30931854248058, 73.93138122558588 30.30653953552252, 73.93209838867199 30.30533027648931, 73.93308258056652 30.30375099182129, 73.93432617187506 30.30302047729492, 73.93633270263683 30.29689979553223, 73.93699645996099 30.2963428497315, 73.94045257568365 30.28795051574713, 73.94124603271496 30.28751945495611, 73.94126129150402 30.28683090209961, 73.94229125976562 30.28619956970226, 73.94329833984381 30.28495979309093, 73.94394683837902 30.28207015991211, 73.94448852539074 30.28183174133301, 73.94734191894537 30.27471160888672, 73.94795227050793 30.27425003051758, 73.94872283935558 30.27382278442383, 73.94944000244146 30.2713508605957, 73.95072174072271 30.27054977417004, 73.95155334472668 30.26999092102051, 73.95205688476568 30.26798057556152, 73.95442199707043 30.26619911193853, 73.95574951171886 30.26302909851074, 73.95784759521496 30.26169013977062, 73.95909118652344 30.25562095642096, 73.95984649658203 30.2551727294923, 73.96115875244141 30.24121284484869, 73.96383666992188 30.23130035400396, 73.96391296386724 30.23080062866217, 73.964599609375 30.22446060180664, 73.96631622314453 30.19504928588867, 73.95796203613281 30.1857471466065, 73.92346954345709 30.16789817810064, 73.90392303466791 30.15500068664556, 73.89550018310558 30.14941024780285, 73.88349151611339 30.13885116577154, 73.87255859375006 30.13231086730963, 73.85430145263683 30.12026023864757, 73.84842681884766 30.11609077453619, 73.83770751953136 30.10870170593262, 73.80632019042969 30.08250045776362, 73.80046081542974 30.07639122009289, 73.79408264160156 30.06965827941906, 73.78721618652344 30.06640052795422, 73.75398254394543 30.05653953552252, 73.70915985107433 30.04712104797375, 73.67843627929699 30.03895950317394, 73.67189025878912 30.03693008422852, 73.65339660644537 30.03120040893555, 73.61118316650391 30.02240943908691, 73.59948730468761 30.01853942871094, 73.57958221435553 30.01172065734863, 73.561767578125 30.00563049316412, 73.54685211181652 29.99865341186529, 73.53985595703125 29.99538040161133, 73.53329467773449 29.99363517761242, 73.46694183349604 29.96907806396496, 73.41280364990234 29.94919967651367, 73.40738677978527 29.94688606262207, 73.39924621582031 29.94341087341314, 73.39137268066418 29.93787002563488, 73.38539886474615 29.92601966857922, 73.37146759033209 29.87400054931646, 73.36582183837902 29.8528404235841, 73.35869598388678 29.83613967895513, 73.35430908203131 29.81760978698725, 73.3495712280274 29.80516052246099, 73.34568786621094 29.79204940795898, 73.34030914306641 29.76885032653809, 73.33571624755854 29.75759124755859, 73.33367919921875 29.74969100952148, 73.32772827148438 29.73220062255871, 73.32669067382818 29.73106765747076, 73.32546234130859 29.72772026062023, 73.31732940673834 29.69895172119146, 73.3160781860351 29.69448089599609, 73.31523132324224 29.69299125671392, 73.31478881835938 29.69145011901861, 73.31257629394537 29.68761062622076, 73.31202697753918 29.68622016906744, 73.297607421875 29.63355064392084, 73.28597259521484 29.60463905334484, 73.28392028808599 29.59768295288086, 73.27488708496094 29.56666946411138, 73.27131652832031 29.55696105957031, 73.26341247558605 29.54316139221197, 73.26213836669922 29.54120063781738, 73.2475967407226 29.52086067199713, 73.24295806884771 29.51247978210449, 73.23810577392578 29.50611114501959, 73.23242950439459 29.492998123169, 73.22815704345703 29.48834037780767, 73.22751617431652 29.48661994934082, 73.22381591796875 29.48200035095221, 73.22315979003918 29.4803409576416, 73.22164154052746 29.47943115234386, 73.20236206054699 29.44190979003901, 73.19129180908214 29.42856979370123, 73.17103576660162 29.38943099975586, 73.16982269287109 29.38755035400385, 73.16900634765636 29.38599967956543, 73.15735626220714 29.36781120300304, 73.15101623535162 29.35724830627453, 73.14686584472668 29.34988975524914, 73.13957214355474 29.33542060852056, 73.13701629638672 29.32930946350103, 73.11524963378906 29.29467964172375, 73.11524963378906 29.29356193542486, 73.11470031738281 29.29269027709961, 73.11392211914062 29.29212951660168, 73.11221313476562 29.28932952880854, 73.10991668701172 29.28466987609863, 73.10943603515631 29.28273963928223, 73.10153198242188 29.27252960205089, 73.09844207763666 29.26575088500988, 73.09229278564464 29.2537727355957, 73.08927154541027 29.24909019470215, 73.08434295654297 29.24192428588862, 73.07946777343756 29.2348308563233, 73.07846069335938 29.23340034484869, 73.05636596679693 29.20850944519049, 73.05516815185547 29.20714187622076, 73.04013824462891 29.19157028198237, 73.03664398193354 29.18886756896973, 73.03553771972656 29.18801116943371, 73.03180694580084 29.18342208862305, 73.02416229248053 29.17402076721191, 73.02033996582037 29.16818046569824, 73.01570892333984 29.16432952880865, 73.00003051757807 29.14736557006836, 72.99981689453136 29.14652252197266, 72.98587036132824 29.11857032775885, 72.98565673828131 29.1176490783692, 72.98507690429693 29.11634826660156, 72.98397827148449 29.11478233337402, 72.98335266113287 29.11388969421392, 72.97878265380865 29.10707092285162, 72.97570800781256 29.09918022155762, 72.96061706542974 29.06810951232922, 72.95806884765619 29.06110954284679, 72.95361328125006 29.05317115783697, 72.95053863525396 29.04591941833496, 72.94375610351557 29.02991104125982, 72.94171905517578 29.0272006988526, 72.94069671630871 29.02627944946295, 72.93943786621094 29.02524185180675, 72.93551635742199 29.02294921875006, 72.92820739746099 29.01993942260742, 72.91279602050787 29.01438140869146, 72.89898681640625 29.00938987731939, 72.88774108886719 29.00370025634771, 72.86197662353516 28.99623107910156, 72.84880828857422 28.98990058898937, 72.84599304199224 28.98855972290045, 72.84543609619146 28.98831939697277, 72.84401702880859 28.98772239685053, 72.78970336914062 28.96686172485363))",1831232,82421,21933,45916,1294,115,3349,131,20,9663,102,84565
